CUSTOMERID,GENDER,AGE,MARRIED,DEPENDENTS,CITY,ZIP_CODE,SENIORCITIZEN,TENURE,PHONESERVICE,MULTIPLELINES,INTERNETSERVICE,INTERNET_TYPE,ONLINESECURITY,ONLINEBACKUP,DEVICEPROTECTION,TECHSUPPORT,STREAMINGTV,STREAMINGMOVIES,STREAMING_MUSIC,UNLIMITED_DATA,CONTRACT,PAPERLESSBILLING,PAYMENTMETHOD,MONTHLYCHARGES,TOTALCHARGES,TOTAL_REVENUE,TOTAL_REFUNDS,NUMBER_OF_REFERRALS,OFFER,AVG_MONTHLY_GB_DOWNLOAD,CHURN,CHURN_CATEGORY,CHURN_REASON,CHURN_BINARY,CHURN_PROBABILITY,RISK_TIER
7322-OCWHC,Male,73,True,False,Placentia,92870,1,72,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,No,No,False,True,Two year,True,Bank transfer (automatic),93.05,6735.05,6831.53,0.0,10,Offer A,30.0,No,,,0,0.011918273051162713,Low Risk
7325-ENZFI,Female,37,False,False,Santa Cruz,95064,0,39,False,No phone service,DSL,DSL,Yes,Yes,No,Yes,No,No,False,True,One year,True,Bank transfer (automatic),40.3,1630.4,1630.4,0.0,0,,19.0,No,,,0,0.06355179341779514,Low Risk
7326-RIGQZ,Male,48,True,True,Culver City,90230,0,6,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,69.8,377.85,608.85,0.0,9,,20.0,No,,,0,0.20685478499797075,Low Risk
7328-OWMOM,Female,63,False,True,San Diego,92111,0,31,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Credit card (automatic),20.1,589.25,1634.26,0.0,0,Offer C,,No,,,0,0.01281309036514997,Low Risk
7328-ZJAJO,Female,19,True,True,Santa Rosa,95409,0,59,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Credit card (automatic),19.5,1222.65,1783.74,0.0,1,,,No,,,0,0.04798544288038377,Low Risk
7330-WZLNC,Female,25,False,False,Red Bluff,96080,0,5,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,No,True,True,Month-to-month,True,Electronic check,90.8,455.5,462.95,0.0,0,Offer E,51.0,Yes,Competitor,Competitor offered more data,1,0.7255274815253107,High Risk
7336-RLLRH,Male,42,True,False,Oceanside,92054,0,27,True,Yes,DSL,DSL,Yes,No,No,Yes,Yes,Yes,True,True,One year,False,Mailed check,80.85,2204.35,2523.76,0.0,3,Offer C,14.0,No,,,0,0.07752343977984869,Low Risk
7337-CINUD,Female,48,True,True,Mokelumne Hill,95245,0,8,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Bank transfer (automatic),19.5,159.35,296.95,0.0,6,,,No,,,0,0.006923763832469534,Low Risk
7338-ERIVA,Male,40,False,True,Etna,96027,0,39,False,No phone service,DSL,DSL,Yes,No,No,Yes,Yes,No,False,True,One year,False,Bank transfer (automatic),45.05,1790.6,1790.6,0.0,0,Offer C,13.0,No,,,0,0.043598647460039705,Low Risk
7339-POGZN,Female,24,False,False,Pasadena,91107,0,4,True,Yes,DSL,DSL,No,No,No,No,No,No,False,True,Month-to-month,False,Electronic check,50.7,214.55,239.63,39.92,0,,51.0,No,,,0,0.3475291672083948,Medium Risk
7340-KEFQE,Female,23,True,True,Santa Ana,92703,0,51,False,No phone service,DSL,Cable,Yes,No,No,Yes,No,No,True,True,Two year,False,Bank transfer (automatic),34.2,1782.0,1772.61,9.39,7,Offer B,27.0,No,,,0,0.004343756290293825,Low Risk
7341-LXCAF,Male,24,True,False,Berkeley,94705,0,4,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,74.65,301.4,495.96,0.0,8,,30.0,Yes,Dissatisfaction,Product dissatisfaction,1,0.5655475199833475,Medium Risk
7346-MEDWM,Female,48,False,False,Cathedral City,92234,0,59,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,No,No,No,False,True,Month-to-month,True,Electronic check,83.25,4949.1,6791.67,0.0,0,Offer B,16.0,No,,,0,0.26948780805036604,Low Risk
7349-ALMUX,Male,35,False,False,Rancho Cucamonga,91730,0,37,True,No,DSL,Cable,Yes,Yes,Yes,Yes,No,No,False,True,Two year,False,Bank transfer (automatic),65.6,2313.8,3735.71,0.0,0,,30.0,No,,,0,0.030386130310846603,Low Risk
7351-KYHQH,Female,67,False,False,Fallbrook,92028,1,7,True,No,DSL,Cable,No,Yes,Yes,No,Yes,No,False,True,Month-to-month,True,Electronic check,64.95,493.65,548.39,0.0,0,,7.0,No,,,0,0.22846824714239086,Low Risk
7351-MHQVU,Female,43,False,False,Volcano,95689,0,6,False,No phone service,DSL,Cable,Yes,Yes,No,Yes,No,Yes,True,True,Month-to-month,False,Credit card (automatic),50.95,307.6,307.6,0.0,0,Offer E,23.0,No,,,0,0.2044661379940906,Low Risk
7353-YOWFP,Female,41,False,False,Brookdale,95007,0,7,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Mailed check,20.25,129.15,406.28,0.0,0,,,No,,,0,0.01481072655862282,Low Risk
7354-OIJLX,Male,52,False,False,Inglewood,90305,0,9,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,75.85,724.65,790.53,0.0,0,Offer E,11.0,No,,,0,0.5669089264701347,Medium Risk
7356-AYNJP,Female,33,False,False,Stockton,95219,0,4,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Electronic check,23.9,97.5,122.94,0.0,0,Offer E,,No,,,0,0.027122890391437435,Low Risk
7356-IWLFW,Male,43,True,True,Weott,95571,0,46,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,No,No,False,True,Month-to-month,True,Bank transfer (automatic),80.0,3769.7,4023.62,0.0,1,Offer B,16.0,No,,,0,0.4193676758495712,Medium Risk
7359-PTSXY,Male,36,False,False,Tustin,92780,0,1,True,No,DSL,DSL,No,No,No,No,No,No,False,True,Month-to-month,False,Electronic check,45.75,45.75,69.99,0.0,0,,28.0,Yes,Attitude,Attitude of support person,1,0.9984000000000001,High Risk
7359-SSBJK,Female,80,False,False,Whittier,90605,1,64,True,No,DSL,DSL,Yes,Yes,No,Yes,Yes,No,False,True,Two year,True,Credit card (automatic),70.2,4481.0,6344.68,0.0,0,Offer B,24.0,Yes,Price,Lack of affordable download/upload speed,1,0.4722984105616892,Medium Risk
7359-WWYJV,Male,53,True,False,Los Angeles,90044,0,72,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,False,Credit card (automatic),114.45,8375.05,8827.93,0.0,5,,8.0,No,,,0,0.00499446100371549,Low Risk
7361-YPXFS,Female,67,False,False,Brawley,92227,1,28,True,Yes,DSL,Cable,No,Yes,Yes,Yes,No,No,False,True,Month-to-month,False,Bank transfer (automatic),64.45,1867.6,2223.76,0.0,0,,23.0,No,,,0,0.16285034163983905,Low Risk
7363-QTBIW,Female,24,True,False,Scotts Valley,95066,0,9,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,Yes,True,True,Month-to-month,True,Electronic check,79.75,769.1,830.12,0.0,3,,59.0,No,,,0,0.45826320619087346,Medium Risk
7369-TRPFD,Male,62,False,False,Chatsworth,91311,0,19,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Mailed check,18.8,279.2,605.43,0.0,0,Offer D,,No,,,0,0.04911838297880422,Low Risk
7375-WMVMT,Male,75,True,False,Wildomar,92595,1,71,True,No,Fiber optic,Fiber Optic,No,Yes,Yes,Yes,No,Yes,False,True,Two year,True,Credit card (automatic),95.5,6707.15,6794.48,0.0,2,,9.0,No,,,0,0.034317393332049875,Low Risk
7377-DMMRI,Male,35,False,False,Exeter,93221,0,2,True,No,DSL,DSL,Yes,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,47.8,92.45,119.91,0.0,0,Offer E,11.0,Yes,Attitude,Attitude of support person,1,0.9990243902439024,High Risk
7379-POKDZ,Male,31,True,False,Lancaster,93536,0,3,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,70.3,208.85,288.98,0.0,1,,11.0,Yes,Competitor,Competitor had better devices,1,0.9800709661456737,High Risk
7382-DFJTU,Male,63,False,False,Lakeshore,93634,0,18,True,No,DSL,DSL,No,No,Yes,Yes,No,No,False,True,Month-to-month,False,Credit card (automatic),55.2,1058.1,1917.06,0.0,0,Offer D,28.0,No,,,0,0.11480053847984116,Low Risk
7384-GHBPI,Male,61,True,False,San Dimas,91773,0,3,False,No phone service,DSL,Cable,No,No,No,No,No,Yes,True,True,Month-to-month,True,Electronic check,35.15,99.75,99.75,0.0,1,Offer E,13.0,Yes,Attitude,Attitude of support person,1,0.9677930233489527,High Risk
7392-YYPYJ,Male,26,False,False,Santa Ana,92706,0,22,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,100.65,2415.95,3036.18,5.01,0,Offer D,73.0,No,,,0,0.47463878873890314,Medium Risk
7394-FKDNK,Female,62,True,False,San Diego,92126,0,9,True,No,Fiber optic,Fiber Optic,No,No,No,No,Yes,Yes,True,True,Month-to-month,False,Electronic check,89.45,853.1,1091.69,0.0,3,Offer E,18.0,Yes,Competitor,Competitor made better offer,1,0.7225787261797251,High Risk
7395-IGJOS,Male,70,True,False,Quincy,95971,1,17,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,Yes,False,True,Month-to-month,False,Bank transfer (automatic),81.5,1329.2,1490.7,0.0,1,,16.0,Yes,Competitor,Competitor made better offer,1,0.6789621720267914,High Risk
7395-XWZOY,Male,45,False,False,Suisun City,94585,0,20,False,No phone service,DSL,DSL,Yes,Yes,Yes,Yes,Yes,No,False,True,Month-to-month,True,Credit card (automatic),55.0,1165.55,1165.55,0.0,0,,20.0,No,,,0,0.15858099895246427,Low Risk
7396-VJUZB,Male,33,True,True,Willow Creek,95573,0,4,True,No,DSL,DSL,No,No,No,No,No,No,False,True,Month-to-month,False,Mailed check,45.25,155.35,295.71,0.0,8,Offer E,30.0,No,,,0,0.14805547302669117,Low Risk
7398-HPYZQ,Male,30,True,False,Beaumont,92223,0,71,True,Yes,DSL,Cable,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,False,Bank transfer (automatic),90.55,6404.0,8433.18,0.0,2,Offer A,30.0,No,,,0,0.002548485320642503,Low Risk
7398-LXGYX,Male,53,True,False,Pioneertown,92268,0,44,True,Yes,Fiber optic,Fiber Optic,Yes,No,Yes,No,No,No,False,True,Month-to-month,True,Credit card (automatic),84.8,3626.35,4523.55,43.96,2,Offer B,10.0,No,,,0,0.23765303378296232,Low Risk
7399-QHBJS,Female,56,True,True,Escondido,92027,0,72,True,Yes,DSL,Cable,Yes,Yes,No,Yes,No,No,False,True,Two year,False,Credit card (automatic),66.75,4760.3,6388.94,0.0,8,,27.0,No,,,0,0.0008033191781478793,Low Risk
7401-JIXNM,Female,27,True,True,Arvin,93203,0,54,True,Yes,DSL,Cable,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,False,Credit card (automatic),91.3,4965.0,6566.64,0.0,5,,76.0,No,,,0,0.005635785560691181,Low Risk
7401-RUBNK,Female,25,True,False,South Dos Palos,93665,0,18,True,No,Fiber optic,Fiber Optic,Yes,No,No,No,No,No,False,True,Month-to-month,False,Electronic check,74.8,1438.05,2217.27,0.0,1,Offer D,41.0,No,,,0,0.3936834835483258,Medium Risk
7402-EYFXX,Male,65,False,False,Salyer,95563,1,26,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,93.6,2404.1,3055.14,0.0,0,Offer C,9.0,No,,,0,0.560098016685274,Medium Risk
7402-PWYJJ,Female,21,True,False,Sacramento,95841,0,53,True,Yes,Fiber optic,Fiber Optic,No,No,No,Yes,No,Yes,True,False,One year,True,Electronic check,91.15,4862.5,7248.04,0.0,2,Offer B,53.0,No,,,0,0.08781701400521978,Low Risk
7407-SUJIZ,Male,33,False,False,Los Angeles,90061,0,25,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,False,Mailed check,20.6,541.5,875.5,0.0,0,Offer C,,No,,,0,0.021398972712170984,Low Risk
7408-OFWXJ,Female,23,True,True,Fresno,93728,0,72,True,Yes,DSL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,False,Credit card (automatic),89.8,6510.45,9744.69,0.0,3,,69.0,No,,,0,0.0010652196005613665,Low Risk
7409-JURKQ,Female,29,True,False,Temple City,91780,0,53,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,True,True,One year,True,Bank transfer (automatic),111.8,5809.75,8026.21,0.0,3,,69.0,No,,,0,0.07695108808217264,Low Risk
7409-KIUTL,Female,80,False,True,Escondido,92027,1,1,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,71.0,71.0,99.64,0.0,0,,5.0,Yes,Competitor,Competitor made better offer,1,0.9996926829268292,High Risk
7410-KTVFV,Male,53,True,False,Grimes,95950,0,18,True,No,DSL,DSL,No,No,Yes,No,No,No,False,True,Month-to-month,True,Mailed check,49.55,878.35,1221.25,0.0,1,,26.0,Yes,Competitor,Competitor had better devices,1,0.34231236474719046,Medium Risk
7410-OIEDU,Male,29,False,False,Culver City,90230,0,10,True,No,Fiber optic,Fiber Optic,Yes,No,Yes,No,No,No,False,True,Month-to-month,True,Mailed check,79.85,887.35,1371.15,0.0,0,,42.0,No,,,0,0.3474398203078806,Medium Risk
7410-YTJIK,Female,35,False,False,Eureka,95501,0,7,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,True,Month-to-month,False,Mailed check,75.45,480.75,607.45,0.0,0,,15.0,Yes,Competitor,Competitor had better devices,1,0.565555204098355,Medium Risk
7416-CKTEP,Female,54,True,False,Lakewood,90715,0,57,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,True,Bank transfer (automatic),19.6,1134.25,2461.21,0.0,10,Offer B,,No,,,0,0.005959084539305253,Low Risk
7421-ZLUPA,Female,57,False,False,Hanford,93230,0,8,False,No phone service,DSL,DSL,No,Yes,No,No,No,No,False,True,Month-to-month,True,Mailed check,29.25,226.95,226.95,0.0,0,,2.0,No,,,0,0.4438391590402614,Medium Risk
7422-WNBTY,Male,35,True,False,Green Valley Lake,92341,0,33,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,No,No,Yes,True,True,Month-to-month,True,Electronic check,93.35,3092.0,4140.08,0.0,5,,7.0,No,,,0,0.15787636502672256,Low Risk
7426-GSWPO,Male,78,False,False,Portola,96122,1,64,True,Yes,Fiber optic,Fiber Optic,Yes,Yes,No,No,Yes,Yes,True,True,Month-to-month,True,Bank transfer (automatic),103.5,6548.65,7777.45,0.0,0,Offer B,18.0,No,,,0,0.272748951959479,Low Risk
7426-RHZGU,Male,41,False,False,Oakland,94603,0,9,True,No,Fiber optic,Fiber Optic,No,No,No,Yes,Yes,Yes,True,True,Month-to-month,True,Bank transfer (automatic),95.9,827.45,1104.65,0.0,0,,3.0,No,,,0,0.5121299915082208,Medium Risk
7426-WEIJX,Male,71,True,True,Olympic Valley,96146,1,60,True,Yes,Fiber optic,Fiber Optic,Yes,No,No,No,No,No,False,True,Month-to-month,True,Electronic check,80.95,4859.1,5903.37,49.53,10,,11.0,No,,,0,0.09171740972429512,Low Risk
7427-AUFPY,Male,27,False,False,Hamilton City,95951,0,54,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Credit card (automatic),19.65,1008.7,2397.58,0.0,0,,,No,,,0,0.015011559532560177,Low Risk
7432-FFVAR,Female,23,True,True,Victorville,92392,0,46,True,No,Fiber optic,Fiber Optic,No,No,Yes,Yes,No,Yes,True,False,One year,False,Bank transfer (automatic),90.95,4236.6,4574.56,0.0,2,Offer B,48.0,No,,,0,0.04213314451291736,Low Risk
7434-SHXLS,Female,21,False,False,Wallace,95254,0,1,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Month-to-month,False,Mailed check,20.9,20.9,36.63,0.0,0,Offer E,,Yes,Competitor,Competitor made better offer,1,0.9971428571428572,High Risk
7435-ZNUYY,Male,24,False,False,Loleta,95551,0,6,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Mailed check,20.6,116.6,189.62,0.0,0,Offer E,,No,,,0,0.02007425602518786,Low Risk
7445-WMRBW,Female,49,False,False,Hathaway Pines,95233,0,48,True,Yes,DSL,DSL,No,Yes,Yes,Yes,Yes,No,False,False,One year,True,Bank transfer (automatic),73.85,3581.4,4668.12,0.0,0,Offer B,3.0,No,,,0,0.06014837376310627,Low Risk
7446-KQISO,Male,62,True,True,Visalia,93292,0,45,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Bank transfer (automatic),109.75,4900.65,5237.25,0.0,2,,27.0,No,,,0,0.08434121547723894,Low Risk
7446-SFAOA,Female,54,True,False,Santa Rosa,95407,0,37,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,True,Bank transfer (automatic),19.85,717.5,1291.37,0.0,8,,,No,,,0,0.0019976385890564997,Low Risk
7446-YPODE,Male,75,False,False,Bridgeport,93517,1,11,True,Yes,DSL,DSL,Yes,Yes,No,No,No,No,False,False,Month-to-month,False,Bank transfer (automatic),60.25,662.95,1314.58,0.0,0,,17.0,No,,,0,0.1870279554026436,Low Risk
7449-HVPIV,Male,38,True,True,Chula Vista,91913,0,55,True,Yes,Fiber optic,Fiber Optic,No,No,Yes,No,Yes,No,False,True,Month-to-month,True,Credit card (automatic),90.4,5099.15,6339.95,0.0,10,Offer B,56.0,No,,,0,0.07203308141066044,Low Risk
7450-NWRTR,Male,76,False,False,San Diego,92126,1,12,True,Yes,Fiber optic,Fiber Optic,No,No,Yes,No,Yes,Yes,False,True,Month-to-month,True,Electronic check,99.45,1200.15,1462.83,0.0,0,,26.0,Yes,Competitor,Competitor made better offer,1,0.7667064025311362,High Risk
7452-FOLON,Male,45,False,True,Terra Bella,93270,0,39,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Bank transfer (automatic),25.45,958.45,2774.68,0.0,0,,,No,,,0,0.030015860509844075,Low Risk
7459-IMVYU,Male,51,False,False,Chino Hills,91709,0,38,True,Yes,DSL,DSL,Yes,Yes,Yes,Yes,No,No,False,False,Month-to-month,False,Electronic check,69.95,2657.55,3811.55,0.0,0,,22.0,No,,,0,0.09096689841750955,Low Risk
7459-RRWQZ,Female,51,False,False,San Diego,92130,0,15,True,Yes,DSL,DSL,Yes,No,No,No,No,Yes,True,True,Month-to-month,True,Bank transfer (automatic),64.65,994.55,1708.1,0.0,0,Offer D,26.0,Yes,Competitor,Competitor made better offer,1,0.32335246635469234,Medium Risk
7460-ITWWP,Female,67,True,False,Oakland,94621,1,45,True,No,Fiber optic,Fiber Optic,No,No,Yes,No,No,Yes,False,True,Month-to-month,True,Electronic check,86.1,3861.45,5687.51,12.19,5,,24.0,No,,,0,0.15888076274728538,Low Risk
7463-IFMQU,Female,44,True,False,Laton,93242,0,72,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Bank transfer (automatic),20.05,1423.65,4824.93,0.0,1,,,No,,,0,0.005219445415634892,Low Risk
7469-LKBCI,Male,21,False,False,Los Angeles,90013,0,16,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Credit card (automatic),18.95,326.8,848.72,0.0,0,Offer D,,No,,,0,0.01146475615642302,Low Risk
7470-DYNOE,Male,37,False,False,Walnut,91789,0,53,True,No,DSL,DSL,No,No,Yes,No,No,Yes,True,True,One year,True,Electronic check,61.1,3357.9,3613.36,0.0,0,Offer B,24.0,No,,,0,0.0745861306279717,Low Risk
7470-MCQTK,Female,42,True,False,Alpaugh,93201,0,13,False,No phone service,DSL,DSL,No,No,Yes,No,Yes,Yes,True,True,Month-to-month,True,Bank transfer (automatic),48.75,633.4,633.4,0.0,1,,8.0,Yes,Attitude,Attitude of support person,1,0.5410681161199089,Medium Risk
7471-MQPOS,Male,74,True,True,Long Beach,90808,1,71,True,Yes,DSL,DSL,No,Yes,Yes,Yes,No,Yes,False,False,One year,True,Bank transfer (automatic),72.9,5139.65,8433.46,0.0,1,,20.0,No,,,0,0.12568719844370255,Low Risk
7471-WNSUF,Male,23,True,False,San Francisco,94121,0,60,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,One year,False,Bank transfer (automatic),24.15,1505.9,2491.1,0.0,1,Offer B,,No,,,0,0.10406494584565497,Low Risk
7472-EQOAV,Male,76,True,True,Laguna Niguel,92677,1,71,True,No,Fiber optic,Fiber Optic,Yes,Yes,Yes,No,No,No,False,True,One year,True,Bank transfer (automatic),86.7,6179.35,8320.71,0.0,5,Offer A,19.0,No,,,0,0.00433670893513875,Low Risk
7473-ZBDSN,Female,38,True,True,Walnut Creek,94595,0,14,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Mailed check,18.8,255.55,879.25,0.0,2,Offer D,,No,,,0,0.0010872976670559997,Low Risk
7479-NITWS,Male,35,False,False,Green Valley Lake,92341,0,7,True,Yes,Fiber optic,Fiber Optic,No,No,Yes,No,Yes,No,False,False,Month-to-month,True,Credit card (automatic),89.35,631.85,949.73,0.0,0,,17.0,Yes,Price,Price too high,1,0.6782299514664223,High Risk
7480-QNVZJ,Male,65,False,False,Los Angeles,90005,1,50,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,Yes,True,True,Month-to-month,True,Electronic check,95.7,4816.7,5762.7,0.0,0,,11.0,Yes,Dissatisfaction,Network reliability,1,0.5310501379220017,Medium Risk
7480-SPLEF,Male,63,True,True,Dunlap,93621,0,69,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,True,Bank transfer (automatic),26.0,1796.55,2596.95,0.0,5,,,No,,,0,0.0007069721410282952,Low Risk
7481-ATQQS,Female,76,False,False,Boulder Creek,95006,1,49,True,Yes,Fiber optic,Fiber Optic,No,No,Yes,No,No,Yes,False,True,Month-to-month,True,Credit card (automatic),90.85,4515.85,6714.97,0.0,0,Offer B,15.0,Yes,Attitude,Attitude of support person,1,0.4231371796577308,Medium Risk
7483-IQWIB,Male,33,True,True,Morongo Valley,92256,0,37,True,Yes,Fiber optic,Fiber Optic,No,Yes,Yes,No,Yes,No,False,True,Month-to-month,True,Electronic check,92.95,3415.25,4854.18,0.0,1,Offer C,29.0,No,,,0,0.57171002891304,Medium Risk
7486-KSRVI,Male,56,False,False,Folsom,95630,0,43,True,Yes,Fiber optic,Fiber Optic,No,No,No,Yes,Yes,Yes,True,False,One year,True,Electronic check,100.0,4211.55,6044.46,0.0,0,Offer B,23.0,Yes,Dissatisfaction,Product dissatisfaction,1,0.22813285050671123,Low Risk
7488-MXJIV,Female,63,False,False,Armona,93202,0,4,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,No,False,False,Month-to-month,True,Electronic check,85.65,321.65,504.93,0.0,0,Offer E,20.0,Yes,Competitor,Competitor had better devices,1,0.7327051784433966,High Risk
7492-TAFJD,Male,26,True,True,Long Beach,90803,0,7,False,No phone service,DSL,Cable,Yes,Yes,Yes,No,No,No,False,True,Two year,False,Mailed check,38.55,280.0,280.0,0.0,5,,58.0,No,,,0,0.04928859638749755,Low Risk
7493-GVFIO,Male,56,False,False,Stockton,95202,0,57,True,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,False,Credit card (automatic),20.55,1252.85,1993.28,0.0,0,Offer B,,No,,,0,0.012718059743980907,Low Risk
7493-TPUWZ,Male,64,False,False,Diamond Springs,95619,0,1,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,No,No,False,True,Month-to-month,True,Electronic check,79.15,79.15,103.63,0.0,0,,24.0,Yes,Competitor,Competitor had better devices,1,0.9925833681425787,High Risk
7495-OOKFY,Female,74,True,False,Los Angeles,90063,1,8,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,No,No,False,True,Month-to-month,True,Credit card (automatic),80.65,633.3,1024.1,0.0,1,Offer E,17.0,Yes,Competitor,Competitor made better offer,1,0.8133567354199175,High Risk
7501-IWUNG,Female,57,True,True,Springville,93265,0,61,True,No,DSL,DSL,No,No,Yes,Yes,Yes,Yes,True,False,Two year,True,Bank transfer (automatic),73.8,4616.05,4674.01,49.51,9,Offer B,24.0,No,,,0,0.0063025817593826685,Low Risk
7502-BNYGS,Female,29,True,False,Wasco,93280,0,46,True,No,DSL,DSL,No,Yes,No,No,Yes,Yes,True,True,Month-to-month,True,Credit card (automatic),69.1,3168.0,4634.48,0.0,7,Offer B,53.0,No,,,0,0.040363930322562185,Low Risk
7503-EPSZW,Female,45,True,True,River Pines,95675,0,64,True,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Two year,True,Mailed check,24.05,1559.15,2706.67,0.0,5,Offer B,,No,,,0,0.0006956939455395733,Low Risk
7503-MIOGA,Female,68,True,False,Shandon,93461,1,72,True,Yes,DSL,Cable,Yes,Yes,Yes,Yes,Yes,Yes,False,True,Two year,True,Bank transfer (automatic),89.85,6697.35,10190.07,0.0,0,Offer A,17.0,No,,,0,0.042750849523047446,Low Risk
7503-QQRVF,Male,74,True,False,San Jose,95127,1,16,True,No,Fiber optic,Fiber Optic,No,Yes,No,No,No,No,False,True,Month-to-month,True,Credit card (automatic),74.3,1178.25,1596.17,0.0,1,Offer D,8.0,Yes,Competitor,Competitor had better devices,1,0.7882355094262915,High Risk
7503-ZGUZJ,Male,25,False,False,Riverside,92505,0,1,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,No,False,False,Month-to-month,True,Mailed check,84.65,84.65,146.95,0.0,0,,51.0,Yes,Dissatisfaction,Lack of self-service on Website,1,0.9941048915515378,High Risk
7504-UWHNB,Male,42,False,False,Vallejo,94591,0,25,True,No,Fiber optic,Fiber Optic,No,No,No,No,No,No,False,False,Month-to-month,False,Electronic check,69.75,1729.35,2832.1,0.0,0,Offer C,18.0,No,,,0,0.2410485392862087,Low Risk
7508-DQAKK,Female,21,False,False,Shingle Springs,95682,0,64,True,Yes,DSL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,True,True,Two year,True,Credit card (automatic),86.4,5442.05,5987.33,0.0,0,,73.0,No,,,0,0.02228970682920219,Low Risk
7508-KBIMB,Male,33,True,True,Jamestown,95327,0,24,True,No,DSL,Cable,Yes,No,Yes,No,No,No,False,True,One year,True,Credit card (automatic),56.25,1454.25,1509.69,0.0,7,,53.0,No,,,0,0.015122138569088029,Low Risk
7508-MYBOG,Male,20,True,False,Patterson,95363,0,14,True,Yes,Fiber optic,Fiber Optic,No,No,No,No,Yes,No,False,True,Month-to-month,True,Electronic check,86.1,1235.55,1337.19,0.0,1,Offer D,42.0,Yes,Competitor,Competitor had better devices,1,0.6936488076801887,High Risk
7508-SMHXL,Female,72,False,False,San Francisco,94109,1,15,True,Yes,Fiber optic,Fiber Optic,No,Yes,No,No,Yes,No,False,True,Month-to-month,False,Credit card (automatic),89.0,1288.3,1267.66,45.69,0,,21.0,No,,,0,0.5420639490108479,Medium Risk
